,key_0,type,size,age,gender,has_name,spay_neuter,intake_condition,pit_bull,intake_location,adopt_return,adopt_return_predict_proba,latitude,longitude
4144,4144,CAT,SMALL,6.0,Male,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.486997,-122.749134
4145,4145,DOG,TOY,11.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.05552803,38.541541,-122.809202
4146,4146,CAT,SMALL,10.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.12136684,38.541541,-122.809202
4147,4147,CAT,SMALL,,Unknown,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.236012,-122.730241
4148,4148,DOG,LARGE,7.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.04956465,38.403734,-122.736775
4149,4149,CAT,SMALL,6.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.06952055,38.439152,-122.672541
4150,4150,CAT,KITTEN,8.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.096981615,38.541541,-122.809202
4151,4151,DOG,SMALL,9.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.071320616,38.458384,-122.675588
4152,4152,DOG,LARGE,12.0,Female,1,1,UNTREATABLE,1,SONOMA COUNTY,0,0.034998324,38.541541,-122.809202
4153,4153,CAT,KITTEN,6.0,Male,1,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.02228023,38.541541,-122.809202
4154,4154,CAT,SMALL,,Male,1,1,HEALTHY,0,WINDSOR,0,0.023417119,38.541541,-122.809202
4155,4155,DOG,LARGE,12.0,Female,1,1,UNKNOWN,0,SANTA ROSA,0,0.024207797,38.541541,-122.809202
4156,4156,DOG,LARGE,10.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.07493938,38.541541,-122.809202
4157,4157,DOG,MED,,Female,1,0,HEALTHY,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4158,4158,DOG,MED,12.0,Male,0,1,HEALTHY,1,WINDSOR,0,0.114329726,38.439152,-122.672541
4159,4159,CAT,SMALL,,Unknown,0,0,UNKNOWN,0,SANTA ROSA,0,0.0069242385,38.541541,-122.809202
4160,4160,DOG,TOY,8.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.05460538,38.458384,-122.675588
4161,4161,DOG,LARGE,8.0,Male,1,0,TREATABLE/MANAGEABLE,1,SANTA ROSA,0,0.0069242385,38.541541,-122.809202
4162,4162,DOG,TOY,4.0,Male,0,1,HEALTHY,0,SANTA ROSA,0,0.102706105,38.541541,-122.809202
4163,4163,DOG,TOY,7.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.0657342,38.541541,-122.809202
4164,4164,DOG,TOY,10.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.07821365,38.541541,-122.809202
4165,4165,CAT,KITTEN,3.0,Female,0,1,UNKNOWN,0,SANTA ROSA,1,0.06286,38.541541,-122.809202
4166,4166,DOG,LARGE,7.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.04956465,38.541541,-122.809202
4167,4167,DOG,MED,8.0,Male,1,1,HEALTHY,1,WINDSOR,0,0.060171474,38.541541,-122.809202
4168,4168,CAT,KITTEN,5.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.12474286,38.541541,-122.809202
4169,4169,DOG,LARGE,17.0,Male,1,1,UNKNOWN,0,WINDSOR,0,0.022674963,38.541541,-122.809202
4170,4170,DOG,LARGE,9.0,Female,1,1,TREATABLE/REHAB,0,WINDSOR,0,0.08583258,38.541541,-122.809202
4171,4171,DOG,MED,17.0,Female,1,1,UNKNOWN,0,SONOMA COUNTY,0,0.026438113,38.541541,-122.809202
4172,4172,CAT,KITTEN,2.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.11879053,38.446019,-122.766748
4173,4173,CAT,SMALL,,Male,1,1,UNKNOWN,0,SONOMA COUNTY,0,0.013321487,38.541541,-122.809202
4174,4174,CAT,SMALL,,Female,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,,
4175,4175,CAT,SMALL,5.0,Male,1,1,HEALTHY,0,SANTA ROSA,0,0.08321035,38.486997,-122.749134
4176,4176,CAT,SMALL,,Male,1,1,HEALTHY,0,WINDSOR,0,0.023417119,38.568407,-121.781217
4177,4177,DOG,SMALL,8.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.12756635,38.491884,-122.90672
4178,4178,CAT,KITTEN,2.0,Male,0,0,UNTREATABLE,0,WINDSOR,0,0.0069242385,,
4179,4179,CAT,SMALL,6.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.06952055,38.729916,-122.883041
4180,4180,DOG,MED,5.0,Female,1,1,UNKNOWN,0,SONOMA COUNTY,0,0.08210882,38.541541,-122.809202
4181,4181,DOG,TOY,,Female,0,0,TREATABLE/MANAGEABLE,0,WINDSOR,0,0.0069242385,,
4182,4182,DOG,LARGE,5.0,Female,1,1,UNKNOWN,0,WINDSOR,0,0.07641234,38.541541,-122.809202
4183,4183,CAT,SMALL,,Unknown,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,,
4184,4184,CAT,KITTEN,2.0,Female,0,1,HEALTHY,0,WINDSOR,1,0.15056673,38.541541,-122.809202
4185,4185,DOG,TOY,10.0,Male,1,1,HEALTHY,0,SANTA ROSA,0,0.0635816,38.541541,-122.809202
4186,4186,DOG,PUPPY,7.0,Female,1,1,HEALTHY,1,WINDSOR,1,0.2001171,38.439152,-122.672541
4187,4187,DOG,LARGE,,Male,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,37.78008,-122.420168
4188,4188,DOG,MED,6.0,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,39.150868,-123.215335
4189,4189,DOG,MED,15.0,Female,1,1,UNKNOWN,0,WINDSOR,0,0.022813959,38.541541,-122.809202
4190,4190,DOG,SMALL,4.0,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4191,4191,DOG,LARGE,7.0,Female,1,1,UNTREATABLE,0,WINDSOR,0,0.069613725,38.541541,-122.809202
4192,4192,DOG,MED,7.0,Female,1,1,HEALTHY,0,SANTA ROSA,1,0.12702496,38.541541,-122.809202
4193,4193,CAT,KITTEN,3.0,Female,0,1,UNKNOWN,0,SANTA ROSA,0,0.06286,38.541541,-122.809202
4194,4194,DOG,MED,4.0,Male,1,1,HEALTHY,1,SANTA ROSA,0,0.06974957,38.541541,-122.809202
4195,4195,CAT,KITTEN,2.0,Female,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,37.869271,-122.300531
4196,4196,DOG,LARGE,11.0,Male,1,1,HEALTHY,1,WINDSOR,0,0.046966113,38.541541,-122.809202
4197,4197,OTHER,SMALL,,Female,0,0,UNKNOWN,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4198,4198,DOG,TOY,,Female,0,0,UNKNOWN,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4199,4199,OTHER,TOY,,Unknown,0,0,UNTREATABLE,0,WINDSOR,0,0.0069242385,,
4200,4200,CAT,SMALL,11.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.07699492,38.458965,-122.630156
4201,4201,CAT,KITTEN,3.0,Male,1,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.028549911,38.541541,-122.809202
4202,4202,CAT,KITTEN,3.0,Male,1,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.026439693,38.541541,-122.809202
4203,4203,CAT,KITTEN,2.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.11879053,38.403734,-122.736775
4204,4204,CAT,SMALL,4.0,Female,0,1,HEALTHY,0,SONOMA COUNTY,0,0.038314305,38.541541,-122.809202
4205,4205,DOG,SMALL,8.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.093686104,38.541541,-122.809202
4206,4206,DOG,LARGE,9.0,Male,1,0,HEALTHY,1,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4207,4207,OTHER,SMALL,,Unknown,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.236012,-122.730241
4208,4208,CAT,SMALL,,Male,0,1,HEALTHY,0,WINDSOR,0,0.023417119,38.541541,-122.809202
4209,4209,CAT,SMALL,13.0,Male,1,1,UNKNOWN,0,WINDSOR,0,0.041086774,38.541541,-122.809202
4210,4210,DOG,TOY,9.0,Female,1,0,HEALTHY,0,SANTA ROSA,0,0.0069242385,38.541541,-122.809202
4211,4211,DOG,SMALL,14.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4212,4212,DOG,SMALL,7.0,Male,0,1,HEALTHY,0,SONOMA COUNTY,1,0.06352396,38.541541,-122.809202
4213,4213,DOG,LARGE,7.0,Female,1,1,HEALTHY,1,SONOMA COUNTY,0,0.072179765,38.541541,-122.809202
4214,4214,DOG,SMALL,11.0,Female,1,1,UNKNOWN,0,WINDSOR,0,0.04500556,38.541541,-122.809202
4215,4215,CAT,SMALL,,Male,1,1,HEALTHY,0,WINDSOR,0,0.023417119,38.568407,-121.781217
4216,4216,DOG,MED,,Male,1,1,UNKNOWN,1,WINDSOR,0,0.024411079,38.486997,-122.749134
4217,4217,CAT,KITTEN,2.0,Male,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,37.869271,-122.300531
4218,4218,DOG,SMALL,10.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.06785784,38.541541,-122.809202
4219,4219,DOG,SMALL,,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4220,4220,DOG,MED,,Male,1,1,HEALTHY,0,WINDSOR,0,0.024411079,38.618857,-122.861927
4221,4221,DOG,LARGE,12.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.041614357,38.541541,-122.809202
4222,4222,CAT,SMALL,5.0,Male,0,1,HEALTHY,0,SONOMA COUNTY,0,0.06252344,38.541541,-122.809202
4223,4223,CAT,SMALL,6.0,Female,0,1,HEALTHY,0,SANTA ROSA,0,0.09236211,38.541541,-122.809202
4224,4224,CAT,KITTEN,2.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.040420555,38.541541,-122.809202
4225,4225,DOG,TOY,8.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07199993,38.541541,-122.809202
4226,4226,CAT,SMALL,14.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.040281564,38.541541,-122.809202
4227,4227,DOG,TOY,20.0,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4228,4228,DOG,MED,7.0,Female,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07328978,38.541541,-122.809202
4229,4229,DOG,LARGE,6.0,Male,1,1,UNKNOWN,0,WINDSOR,0,0.03813922,38.618857,-122.861927
4230,4230,OTHER,SMALL,,Unknown,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.458384,-122.675588
4231,4231,CAT,KITTEN,5.0,Female,0,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.02060279,38.541541,-122.809202
4232,4232,DOG,LARGE,6.0,Male,1,1,HEALTHY,1,SONOMA COUNTY,0,0.066756204,38.541541,-122.809202
4233,4233,CAT,KITTEN,4.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.09360337,38.486997,-122.749134
4234,4234,CAT,KITTEN,3.0,Male,0,1,UNKNOWN,0,SANTA ROSA,0,0.056756027,38.486997,-122.749134
4235,4235,CAT,SMALL,8.0,Male,0,0,UNTREATABLE,0,WINDSOR,0,0.0069242385,,
4236,4236,DOG,LARGE,7.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.06664027,38.541541,-122.809202
4237,4237,DOG,MED,,Male,1,1,HEALTHY,0,WINDSOR,0,0.024411079,38.541541,-122.809202
4238,4238,CAT,SMALL,7.0,Male,0,1,TREATABLE/REHAB,0,WINDSOR,0,0.03950909,38.486997,-122.749134
4239,4239,DOG,TOY,8.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.083106026,38.541541,-122.809202
4240,4240,CAT,KITTEN,7.0,Male,1,1,TREATABLE/REHAB,0,WINDSOR,0,0.023545833,38.458384,-122.675588
4241,4241,CAT,SMALL,13.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.047525767,38.541541,-122.809202
4242,4242,DOG,SMALL,,Male,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.403734,-122.736775
4243,4243,CAT,SMALL,,Unknown,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,,
4244,4244,DOG,LARGE,,Male,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.458965,-122.630156
4245,4245,CAT,SMALL,3.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.088425234,38.458965,-122.630156
4246,4246,DOG,MED,16.0,Female,1,0,HEALTHY,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4247,4247,DOG,MED,15.0,Female,1,1,TREATABLE/MANAGEABLE,0,SANTA ROSA,0,0.036906585,38.541541,-122.809202
4248,4248,DOG,TOY,11.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.053129215,38.541541,-122.809202
4249,4249,DOG,MED,4.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4250,4250,CAT,SMALL,9.0,Female,0,1,HEALTHY,0,WINDSOR,0,0.122237526,38.541541,-122.809202
4251,4251,CAT,KITTEN,4.0,Male,0,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.025062114,38.541541,-122.809202
4252,4252,DOG,MED,4.0,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4253,4253,CAT,KITTEN,4.0,Unknown,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.486997,-122.749134
4254,4254,CAT,KITTEN,3.0,Female,0,1,HEALTHY,0,WINDSOR,0,0.12084537,38.486997,-122.749134
4255,4255,CAT,SMALL,9.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.073388174,38.541541,-122.809202
4256,4256,CAT,SMALL,9.0,Male,1,1,HEALTHY,0,SANTA ROSA,1,0.08606513,38.541541,-122.809202
4257,4257,CAT,KITTEN,5.0,Male,0,1,HEALTHY,0,SANTA ROSA,0,0.057547476,38.541541,-122.809202
4258,4258,DOG,MED,,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4259,4259,CAT,KITTEN,3.0,Male,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.236012,-122.730241
4260,4260,DOG,TOY,15.0,Male,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4261,4261,DOG,SMALL,14.0,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4262,4262,OTHER,SMALL,,Unknown,0,0,UNTREATABLE,0,WINDSOR,0,0.0069242385,,
4263,4263,DOG,LARGE,16.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4264,4264,DOG,MED,13.0,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4265,4265,DOG,MED,7.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.089549065,38.541541,-122.809202
4266,4266,DOG,SMALL,,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,39.104621,-122.648512
4267,4267,CAT,SMALL,2.0,Female,0,1,HEALTHY,0,SANTA ROSA,0,0.036693417,38.486997,-122.749134
4268,4268,CAT,SMALL,17.0,Male,1,1,TREATABLE/MANAGEABLE,0,SANTA ROSA,0,0.049288344,38.541541,-122.809202
4269,4269,CAT,SMALL,13.0,Male,1,1,UNTREATABLE,0,WINDSOR,0,0.045264922,38.541541,-122.809202
4270,4270,CAT,SMALL,,Female,0,1,HEALTHY,0,WINDSOR,0,0.023417119,38.486997,-122.749134
4271,4271,DOG,LARGE,5.0,Female,1,1,HEALTHY,1,SANTA ROSA,1,0.091186546,38.541541,-122.809202
4272,4272,DOG,SMALL,8.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.07608492,38.541541,-122.809202
4273,4273,DOG,SMALL,,Female,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4274,4274,DOG,LARGE,14.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.033282977,38.458965,-122.630156
4275,4275,CAT,KITTEN,2.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.11879053,38.541541,-122.809202
4276,4276,DOG,SMALL,4.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.17785378,38.541541,-122.809202
4277,4277,DOG,SMALL,,Female,0,0,HEALTHY,0,SANTA ROSA,0,0.0069242385,38.541541,-122.809202
4278,4278,CAT,SMALL,,Unknown,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.236012,-122.730241
4279,4279,DOG,MED,16.0,Male,0,1,HEALTHY,0,SANTA ROSA,0,0.06999074,38.541541,-122.809202
4280,4280,CAT,KITTEN,3.0,Female,1,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.024158785,38.541541,-122.809202
4281,4281,DOG,MED,15.0,Female,1,1,UNKNOWN,0,WINDSOR,0,0.022813959,38.541541,-122.809202
4282,4282,OTHER,SMALL,8.0,Male,1,1,UNKNOWN,0,WINDSOR,0,0.04251933,37.896402,-122.547447
4283,4283,DOG,LARGE,6.0,Male,1,1,UNKNOWN,1,WINDSOR,0,0.040458534,38.439152,-122.672541
4284,4284,CAT,SMALL,,Unknown,0,0,TREATABLE/MANAGEABLE,0,WINDSOR,0,0.0069242385,,
4285,4285,DOG,TOY,11.0,Female,1,1,HEALTHY,0,SANTA ROSA,0,0.05552803,38.541541,-122.809202
4286,4286,CAT,SMALL,10.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.10510256,38.446019,-122.766748
4287,4287,DOG,LARGE,8.0,Female,0,1,HEALTHY,0,WINDSOR,0,0.1685324,38.875468,-122.566723
4288,4288,DOG,SMALL,19.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.03125945,38.541541,-122.809202
4289,4289,DOG,LARGE,4.0,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.790859,-123.010876
4290,4290,CAT,KITTEN,2.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.11879053,38.325442,-122.71081
4291,4291,CAT,SMALL,11.0,Male,1,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.02077351,38.541541,-122.809202
4292,4292,DOG,LARGE,7.0,Female,1,1,TREATABLE/REHAB,1,SANTA ROSA,0,0.08575695,38.541541,-122.809202
4293,4293,DOG,MED,4.0,Female,0,1,HEALTHY,0,SANTA ROSA,0,0.29439345,38.541541,-122.809202
4294,4294,CAT,SMALL,7.0,Female,0,1,HEALTHY,0,SONOMA COUNTY,0,0.041969303,38.541541,-122.809202
4295,4295,DOG,LARGE,19.0,Male,1,0,HEALTHY,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4296,4296,DOG,SMALL,10.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.071320616,38.541541,-122.809202
4297,4297,DOG,SMALL,8.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.07608492,38.491884,-122.90672
4298,4298,CAT,KITTEN,4.0,Male,1,1,HEALTHY,0,SANTA ROSA,0,0.07900688,38.541541,-122.809202
4299,4299,DOG,PUPPY,8.0,Male,0,1,UNKNOWN,1,WINDSOR,0,0.17069012,38.403734,-122.736775
4300,4300,DOG,TOY,14.0,Female,1,1,TREATABLE/MANAGEABLE,0,WINDSOR,0,0.050412096,38.458384,-122.675588
4301,4301,DOG,SMALL,10.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.071320616,38.406591,-123.001365
4302,4302,DOG,TOY,20.0,Male,1,0,TREATABLE/MANAGEABLE,0,WINDSOR,0,0.0069242385,38.314417,-122.656863
4303,4303,DOG,MED,5.0,Male,1,0,HEALTHY,0,SONOMA COUNTY,0,0.0069242385,38.541541,-122.809202
4304,4304,DOG,SMALL,8.0,Male,0,1,HEALTHY,0,ROHNERT PARK,0,0.5030699,38.541541,-122.809202
4305,4305,CAT,KITTEN,4.0,Female,0,1,UNKNOWN,0,SONOMA COUNTY,0,0.045893878,38.541541,-122.809202
4306,4306,OTHER,SMALL,7.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.09294969,38.446019,-122.766748
4307,4307,CAT,KITTEN,3.0,Female,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.236012,-122.730241
4308,4308,CAT,KITTEN,4.0,Male,0,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.022555726,38.541541,-122.809202
4309,4309,DOG,SMALL,16.0,Female,1,1,TREATABLE/MANAGEABLE,0,WINDSOR,0,0.041732747,38.541541,-122.809202
4310,4310,CAT,KITTEN,6.0,Female,0,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.030420313,38.541541,-122.809202
4311,4311,CAT,SMALL,,Unknown,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.486997,-122.749134
4312,4312,CAT,SMALL,8.0,Female,1,1,HEALTHY,0,SONOMA COUNTY,0,0.067241386,38.541541,-122.809202
4313,4313,CAT,KITTEN,7.0,Female,1,1,TREATABLE/REHAB,0,SONOMA COUNTY,0,0.02107638,38.541541,-122.809202
4314,4314,CAT,KITTEN,7.0,Male,0,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.028966635,38.541541,-122.809202
4315,4315,CAT,SMALL,3.0,Female,0,1,HEALTHY,0,SANTA ROSA,0,0.062474933,38.541541,-122.809202
4316,4316,DOG,LARGE,7.0,Female,1,1,HEALTHY,0,SONOMA COUNTY,1,0.08827265,38.541541,-122.809202
4317,4317,DOG,LARGE,15.0,Male,1,1,UNKNOWN,0,WINDSOR,0,0.023033524,38.541541,-122.809202
4318,4318,DOG,SMALL,7.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.08562924,38.541541,-122.809202
4319,4319,DOG,SMALL,9.0,Female,0,1,HEALTHY,0,WINDSOR,0,0.19741145,38.541541,-122.809202
4320,4320,DOG,MED,16.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4321,4321,DOG,LARGE,12.0,Female,1,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4322,4322,CAT,SMALL,,Female,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.486997,-122.749134
4323,4323,DOG,MED,10.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.08114854,38.541541,-122.809202
4324,4324,CAT,SMALL,7.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.07770769,38.541541,-122.809202
4325,4325,CAT,SMALL,6.0,Male,1,1,HEALTHY,0,SANTA ROSA,0,0.07582416,38.541541,-122.809202
4326,4326,CAT,SMALL,10.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.080259874,38.446019,-122.766748
4327,4327,DOG,MED,7.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4328,4328,DOG,SMALL,13.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4329,4329,CAT,SMALL,12.0,Male,0,1,HEALTHY,0,SONOMA COUNTY,0,0.05561458,38.541541,-122.809202
4330,4330,CAT,KITTEN,6.0,Female,0,1,HEALTHY,0,WINDSOR,0,0.14189053,38.541541,-122.809202
4331,4331,CAT,SMALL,5.0,Female,0,1,HEALTHY,0,WINDSOR,1,0.15957603,38.280393,-122.464588
4332,4332,DOG,TOY,6.0,Female,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07207505,38.541541,-122.809202
4333,4333,CAT,KITTEN,4.0,Female,1,1,UNKNOWN,0,SANTA ROSA,0,0.07475074,38.541541,-122.809202
4334,4334,CAT,KITTEN,4.0,Male,0,1,HEALTHY,0,SONOMA COUNTY,0,0.05454782,38.541541,-122.809202
4335,4335,CAT,KITTEN,2.0,Female,0,1,UNKNOWN,0,SANTA ROSA,0,0.040651742,38.541541,-122.809202
4336,4336,CAT,SMALL,,Female,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4337,4337,CAT,SMALL,3.0,Male,1,0,UNKNOWN,0,WINDSOR,0,0.0069242385,38.541541,-122.809202
4338,4338,DOG,SMALL,10.0,Male,0,0,HEALTHY,0,SANTA ROSA,0,0.0069242385,38.541541,-122.809202
4339,4339,CAT,SMALL,9.0,Female,1,1,HEALTHY,0,HEALDSBURG,0,0.4930811,38.541541,-122.809202
4340,4340,DOG,TOY,8.0,Female,1,1,HEALTHY,0,WINDSOR,0,0.083106026,38.541541,-122.809202
4341,4341,DOG,LARGE,15.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.034502823,38.541541,-122.809202
4342,4342,CAT,KITTEN,6.0,Male,1,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.02228023,38.541541,-122.809202
4343,4343,DOG,MED,9.0,Male,1,1,UNKNOWN,1,WINDSOR,0,0.046122078,38.541541,-122.809202
4344,4344,DOG,TOY,8.0,Male,0,1,HEALTHY,0,WINDSOR,0,0.098009974,38.541541,-122.809202
4345,4345,DOG,TOY,7.0,Female,0,1,HEALTHY,0,SONOMA COUNTY,0,0.05515731,38.541541,-122.809202
4346,4346,DOG,SMALL,9.0,Male,1,1,HEALTHY,0,WINDSOR,0,0.071320616,38.458384,-122.675588
4347,4347,CAT,KITTEN,5.0,Male,0,1,TREATABLE/REHAB,0,SANTA ROSA,0,0.025062114,38.541541,-122.809202
4348,4348,OTHER,SMALL,,Male,0,0,HEALTHY,0,WINDSOR,0,0.0069242385,38.486997,-122.749134
4349,4349,CAT,KITTEN,7.0,Female,1,1,TREATABLE/REHAB,0,WINDSOR,0,0.023545833,38.458384,-122.675588
4350,4350,DOG,MED,6.0,Female,1,0,HEALTHY,1,WINDSOR,0,0.0069242385,39.449888,-123.380197
4351,4351,DOG,MED,10.0,Male,1,1,HEALTHY,0,SANTA ROSA,0,0.052569203,38.541541,-122.809202
4352,4352,CAT,KITTEN,7.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07645245,38.541541,-122.809202
4353,4353,DOG,PUPPY,5.0,Male,0,1,UNKNOWN,1,SONOMA COUNTY,0,0.080055185,38.541541,-122.809202
4354,4354,CAT,SMALL,12.0,Female,1,1,UNTREATABLE,0,WINDSOR,0,0.048980772,,
4355,4355,CAT,KITTEN,7.0,Female,1,1,HEALTHY,0,OUT OF COUNTY,0,0.16993195,38.541541,-122.809202
4356,4356,CAT,KITTEN,,Female,0,0,UNKNOWN,0,WINDSOR,0,0.0069242385,,
4357,4357,DOG,SMALL,6.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07312312,38.541541,-122.809202
4358,4358,DOG,MED,10.0,Male,1,1,TREATABLE/MANAGEABLE,1,WINDSOR,0,0.12445069,38.541541,-122.809202
4359,4359,CAT,KITTEN,3.0,Male,1,1,TREATABLE/REHAB,0,WINDSOR,0,0.030160673,38.446019,-122.766748
4360,4360,DOG,SMALL,8.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.093686104,38.486997,-122.749134
4361,4361,DOG,PUPPY,7.0,Male,0,1,HEALTHY,1,SONOMA COUNTY,0,0.069838405,38.541541,-122.809202
4362,4362,CAT,KITTEN,2.0,Female,0,1,TREATABLE/REHAB,0,WINDSOR,0,0.041667353,38.458384,-122.675588
4363,4363,DOG,MED,6.0,Female,1,1,UNKNOWN,0,WINDSOR,0,0.05659168,38.541541,-122.809202
4364,4364,CAT,SMALL,5.0,Male,1,1,HEALTHY,0,SONOMA COUNTY,0,0.13129696,38.541541,-122.809202
4365,4365,DOG,MED,6.0,Female,1,1,HEALTHY,0,SONOMA COUNTY,0,0.07226784,38.541541,-122.809202
